gender,age_band,region,n_cell,cell_weight,category_id,category_name,incidence_rate,archetype,raw_multiplier,soft_multiplier,calibrated_probability,max_probability_flag
Male,18-24,Rural/Other,1140,0.0057,1,Fertility or IVF service,0.0956208426,female_skew,0.39899999999999997,0.45646812640260004,0.04423430361367088,0
Male,18-24,South,2219,0.011095,1,Fertility or IVF service,0.0956208426,female_skew,0.42,0.47546008870799994,0.04607473053122415,0
Male,18-24,West,1942,0.00971,1,Fertility or IVF service,0.0956208426,female_skew,0.42,0.47546008870799994,0.04607473053122415,0
Male,25-34,Central,2644,0.01322,1,Fertility or IVF service,0.0956208426,female_skew,0.40249999999999997,0.45963345345350004,0.04454104143326309,0
Male,25-34,East,3200,0.016,1,Fertility or IVF service,0.0956208426,female_skew,0.40249999999999997,0.45963345345350004,0.04454104143326309,0
Male,25-34,North,3834,0.01917,1,Fertility or IVF service,0.0956208426,female_skew,0.40249999999999997,0.45963345345350004,0.04454104143326309,0
Male,25-34,Rural/Other,1759,0.008795,1,Fertility or IVF service,0.0956208426,female_skew,0.38237499999999996,0.441432822910825,0.04277729897060786,0
Male,25-34,South,3346,0.01673,1,Fertility or IVF service,0.0956208426,female_skew,0.40249999999999997,0.45963345345350004,0.04454104143326309,0
Male,25-34,West,2832,0.01416,1,Fertility or IVF service,0.0956208426,female_skew,0.40249999999999997,0.45963345345350004,0.04454104143326309,0
Male,35-44,Central,2519,0.012595,1,Fertility or IVF service,0.0956208426,female_skew,0.3675,0.4279801829444999,0.04147366323734095,0
Male,35-44,East,2950,0.01475,1,Fertility or IVF service,0.0956208426,female_skew,0.3675,0.4279801829444999,0.04147366323734095,0
Male,35-44,North,3741,0.018705,1,Fertility or IVF service,0.0956208426,female_skew,0.3675,0.4279801829444999,0.04147366323734095,0
Male,35-44,Rural/Other,1697,0.008485,1,Fertility or IVF service,0.0956208426,female_skew,0.34912499999999996,0.41136221592727495,0.03986328968448184,0
Male,35-44,South,3216,0.01608,1,Fertility or IVF service,0.0956208426,female_skew,0.3675,0.4279801829444999,0.04147366323734095,0
Male,35-44,West,2717,0.013585,1,Fertility or IVF service,0.0956208426,female_skew,0.3675,0.4279801829444999,0.04147366323734095,0
Male,45-54,Central,2476,0.01238,1,Fertility or IVF service,0.0956208426,female_skew,0.33249999999999996,0.3963269124355,0.03840628504141883,0
Male,45-54,East,3053,0.015265,1,Fertility or IVF service,0.0956208426,female_skew,0.33249999999999996,0.3963269124355,0.03840628504141883,0
Male,45-54,North,3734,0.01867,1,Fertility or IVF service,0.0956208426,female_skew,0.33249999999999996,0.3963269124355,0.03840628504141883,0
Male,45-54,Rural/Other,1625,0.008125,1,Fertility or IVF service,0.0956208426,female_skew,0.31587499999999996,0.38129160894372494,0.036949280398355815,0
Male,45-54,South,3150,0.01575,1,Fertility or IVF service,0.0956208426,female_skew,0.33249999999999996,0.3963269124355,0.03840628504141883,0
Male,45-54,West,2625,0.013125,1,Fertility or IVF service,0.0956208426,female_skew,0.33249999999999996,0.3963269124355,0.03840628504141883,0
Male,55-64,Central,2314,0.01157,1,Fertility or IVF service,0.0956208426,female_skew,0.2975,0.3646736419265,0.035338906845496704,0
Male,55-64,East,2899,0.014495,1,Fertility or IVF service,0.0956208426,female_skew,0.2975,0.3646736419265,0.035338906845496704,0
Male,55-64,North,3407,0.017035,1,Fertility or IVF service,0.0956208426,female_skew,0.2975,0.3646736419265,0.035338906845496704,0
Male,55-64,Rural/Other,1515,0.007575,1,Fertility or IVF service,0.0956208426,female_skew,0.28262499999999996,0.3512210019601749,0.034035271112229794,0
Male,55-64,South,2890,0.01445,1,Fertility or IVF service,0.0956208426,female_skew,0.2975,0.3646736419265,0.035338906845496704,0
Male,55-64,West,2459,0.012295,1,Fertility or IVF service,0.0956208426,female_skew,0.2975,0.3646736419265,0.035338906845496704,0
Male,65+,Central,2877,0.014385,1,Fertility or IVF service,0.0956208426,female_skew,0.26249999999999996,0.33302037141749996,0.032271528649574575,0
Male,65+,East,3522,0.01761,1,Fertility or IVF service,0.0956208426,female_skew,0.26249999999999996,0.33302037141749996,0.032271528649574575,0
Male,65+,North,4364,0.02182,1,Fertility or IVF service,0.0956208426,female_skew,0.26249999999999996,0.33302037141749996,0.032271528649574575,0
Male,65+,Rural/Other,1980,0.0099,1,Fertility or IVF service,0.0956208426,female_skew,0.24937499999999996,0.3211503949766249,0.031121261826103773,0
Male,65+,South,3775,0.018875,1,Fertility or IVF service,0.0956208426,female_skew,0.26249999999999996,0.33302037141749996,0.032271528649574575,0
Male,65+,West,3150,0.01575,1,Fertility or IVF service,0.0956208426,female_skew,0.26249999999999996,0.33302037141749996,0.032271528649574575,0
Female,18-24,Central,1829,0.009145,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.4275,0.502630018865,0.06684113387296894,0
Female,18-24,East,2130,0.01065,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.4275,0.502630018865,0.06684113387296894,0
Female,18-24,North,2756,0.01378,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.4275,0.502630018865,0.06684113387296894,0
Female,18-24,Rural/Other,1268,0.00634,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.448875,0.52119994610825,0.06931061429851185,0
Female,18-24,South,2313,0.011565,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.4275,0.502630018865,0.06684113387296894,0
Female,18-24,West,2004,0.01002,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.4275,0.502630018865,0.06684113387296894,0
Female,25-34,Central,2851,0.014255,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.49500000000000005,0.5612718943700001,0.07463949311152544,0
Female,25-34,East,3240,0.0162,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.49500000000000005,0.5612718943700001,0.07463949311152544,0
Female,25-34,North,4121,0.020605,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.49500000000000005,0.5612718943700001,0.07463949311152544,0
Female,25-34,Rural/Other,1831,0.009155,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.51975,0.5827739153885001,0.07749889149899614,0
Female,25-34,South,3432,0.01716,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.49500000000000005,0.5612718943700001,0.07463949311152544,0
Female,25-34,West,3023,0.015115,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.49500000000000005,0.5612718943700001,0.07463949311152544,0
Female,35-44,Central,2664,0.01332,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.49500000000000005,0.5612718943700001,0.07463949311152544,0
Female,35-44,East,3093,0.015465,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.49500000000000005,0.5612718943700001,0.07463949311152544,0
Female,35-44,North,3813,0.019065,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.49500000000000005,0.5612718943700001,0.07463949311152544,0
Female,35-44,Rural/Other,1712,0.00856,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.51975,0.5827739153885001,0.07749889149899614,0
Female,35-44,South,3230,0.01615,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.49500000000000005,0.5612718943700001,0.07463949311152544,0
Female,35-44,West,2743,0.013715,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.49500000000000005,0.5612718943700001,0.07463949311152544,0
Female,45-54,Central,2627,0.013135,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.45,0.5221773107,0.06944058695248775,0
Female,45-54,East,3135,0.015675,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.45,0.5221773107,0.06944058695248775,0
Female,45-54,North,3824,0.01912,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.45,0.5221773107,0.06944058695248775,0
Female,45-54,Rural/Other,1729,0.008645,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.47250000000000003,0.541724602535,0.0720400400320066,0
Female,45-54,South,3233,0.016165,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.45,0.5221773107,0.06944058695248775,0
Female,45-54,West,2829,0.014145,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.45,0.5221773107,0.06944058695248775,0
Female,55-64,Central,2438,0.01219,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.4275,0.502630018865,0.06684113387296894,0
Female,55-64,East,2947,0.014735,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.4275,0.502630018865,0.06684113387296894,0
Female,55-64,North,3458,0.01729,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.4275,0.502630018865,0.06684113387296894,0
Female,55-64,Rural/Other,1601,0.008005,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.448875,0.52119994610825,0.06931061429851185,0
Female,55-64,South,3089,0.015445,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.4275,0.502630018865,0.06684113387296894,0
Female,55-64,West,2589,0.012945,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.4275,0.502630018865,0.06684113387296894,0
Female,65+,Central,3070,0.01535,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.3825,0.46353543519500007,0.06164222771393131,0
Female,65+,East,3702,0.01851,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.3825,0.46353543519500007,0.06164222771393131,0
Female,65+,North,4479,0.022395,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.3825,0.46353543519500007,0.06164222771393131,0
Female,65+,Rural/Other,2066,0.01033,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.401625,0.48015063325475005,0.06385176283152232,0
Female,65+,South,3882,0.01941,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.3825,0.46353543519500007,0.06164222771393131,0
Female,65+,West,3298,0.01649,2,Big and Tall Men's Clothing,0.131231474,male_skew,0.3825,0.46353543519500007,0.06164222771393131,0
Male,18-24,Central,1697,0.008485,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.4725,1.410493128535,0.1875712880106209,0
Male,18-24,East,2058,0.01029,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.4725,1.410493128535,0.1875712880106209,0
Male,18-24,North,2625,0.013125,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.4725,1.410493128535,0.1875712880106209,0
Male,18-24,Rural/Other,1140,0.0057,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.546125,1.4744562112617499,0.19607727614304638,0
Male,18-24,South,2219,0.011095,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.4725,1.410493128535,0.1875712880106209,0
Male,18-24,West,1942,0.00971,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.4725,1.410493128535,0.1875712880106209,0
Male,25-34,Central,2644,0.01322,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7050000000000003,1.6124818108300003,0.2144323031656488,0
Male,25-34,East,3200,0.016,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7050000000000003,1.6124818108300003,0.2144323031656488,0
Male,25-34,North,3834,0.01917,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7050000000000003,1.6124818108300003,0.2144323031656488,0
Male,25-34,Rural/Other,1759,0.008795,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7902500000000003,1.6865443276715002,0.22428134205582564,0
Male,25-34,South,3346,0.01673,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7050000000000003,1.6124818108300003,0.2144323031656488,0
Male,25-34,West,2832,0.01416,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7050000000000003,1.6124818108300003,0.2144323031656488,0
Male,35-44,Central,2519,0.012595,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7050000000000003,1.6124818108300003,0.2144323031656488,0
Male,35-44,East,2950,0.01475,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7050000000000003,1.6124818108300003,0.2144323031656488,0
Male,35-44,North,3741,0.018705,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7050000000000003,1.6124818108300003,0.2144323031656488,0
Male,35-44,Rural/Other,1697,0.008485,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7902500000000003,1.6865443276715002,0.22428134205582564,0
Male,35-44,South,3216,0.01608,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7050000000000003,1.6124818108300003,0.2144323031656488,0
Male,35-44,West,2717,0.013585,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.7050000000000003,1.6124818108300003,0.2144323031656488,0
Male,45-54,Central,2476,0.01238,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.55,1.4778226893,0.1965249597289635,0
Male,45-54,East,3053,0.015265,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.55,1.4778226893,0.1965249597289635,0
Male,45-54,North,3734,0.01867,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.55,1.4778226893,0.1965249597289635,0
Male,45-54,Rural/Other,1625,0.008125,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.6275000000000002,1.5451522500650001,0.20547863144730616,0
Male,45-54,South,3150,0.01575,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.55,1.4778226893,0.1965249597289635,0
Male,45-54,West,2625,0.013125,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.55,1.4778226893,0.1965249597289635,0
Male,55-64,Central,2314,0.01157,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.4725,1.410493128535,0.1875712880106209,0
Male,55-64,East,2899,0.014495,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.4725,1.410493128535,0.1875712880106209,0
Male,55-64,North,3407,0.017035,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.4725,1.410493128535,0.1875712880106209,0
Male,55-64,Rural/Other,1515,0.007575,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.546125,1.4744562112617499,0.19607727614304638,0
Male,55-64,South,2890,0.01445,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.4725,1.410493128535,0.1875712880106209,0
Male,55-64,West,2459,0.012295,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.4725,1.410493128535,0.1875712880106209,0
Male,65+,Central,2877,0.014385,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.3175,1.2758340070049998,0.16966394457393566,0
Male,65+,East,3522,0.01761,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.3175,1.2758340070049998,0.16966394457393566,0
Male,65+,North,4364,0.02182,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.3175,1.2758340070049998,0.16966394457393566,0
Male,65+,Rural/Other,1980,0.0099,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.383375,1.33306413365525,0.17727456553452692,0
Male,65+,South,3775,0.018875,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.3175,1.2758340070049998,0.16966394457393566,0
Male,65+,West,3150,0.01575,2,Big and Tall Men's Clothing,0.131231474,male_skew,1.3175,1.2758340070049998,0.16966394457393566,0
Female,18-24,Central,1829,0.009145,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.7999999999999998,1.64712328768,0.31627142195963354,0
Female,18-24,East,2130,0.01065,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.89,1.719924657544,0.33025033473423676,0
Female,18-24,North,2756,0.01378,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.7999999999999998,1.64712328768,0.31627142195963354,0
Female,18-24,Rural/Other,1268,0.00634,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.6199999999999999,1.501520547952,0.288313596410427,0
Female,18-24,South,2313,0.011565,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.89,1.719924657544,0.33025033473423676,0
Female,18-24,West,2004,0.01002,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.7999999999999998,1.64712328768,0.31627142195963354,0
Female,25-34,Central,2851,0.014255,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.875,1.7077910959,0.32792051593846955,0
Female,25-34,East,3240,0.0162,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.96875,1.783625856175,0.3424818834120147,0
Female,25-34,North,4121,0.020605,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.875,1.7077910959,0.32792051593846955,0
Female,25-34,Rural/Other,1831,0.009155,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.6875,1.5561215753500002,0.29879778099137944,0
Female,25-34,South,3432,0.01716,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.96875,1.783625856175,0.3424818834120147,0
Female,25-34,West,3023,0.015115,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.875,1.7077910959,0.32792051593846955,0
Female,35-44,Central,2664,0.01332,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.6500000000000001,1.5257876712400003,0.29297323400196146,0
Female,35-44,East,3093,0.015465,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.7325000000000002,1.5925222602820002,0.3057872373786811,0
Female,35-44,North,3813,0.019065,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.6500000000000001,1.5257876712400003,0.29297323400196146,0
Female,35-44,Rural/Other,1712,0.00856,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.485,1.392318493156,0.26734522724852205,0
Female,35-44,South,3230,0.01615,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.7325000000000002,1.5925222602820002,0.3057872373786811,0
Female,35-44,West,2743,0.013715,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.6500000000000001,1.5257876712400003,0.29297323400196146,0
Female,45-54,Central,2627,0.013135,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.4249999999999998,1.3437842465799998,0.2580259520654532,0
Female,45-54,East,3135,0.015675,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.4962499999999999,1.4014186643889999,0.2690925913453474,0
Female,45-54,North,3824,0.01912,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.4249999999999998,1.3437842465799998,0.2580259520654532,0
Female,45-54,Rural/Other,1729,0.008645,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.2825,1.228515410962,0.2358926735056647,0
Female,45-54,South,3233,0.016165,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.4962499999999999,1.4014186643889999,0.2690925913453474,0
Female,45-54,West,2829,0.014145,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.4249999999999998,1.3437842465799998,0.2580259520654532,0
Female,55-64,Central,2438,0.01219,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.2000000000000002,1.16178082192,0.22307867012894506,0
Female,55-64,East,2947,0.014735,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.2600000000000002,1.2103150684960002,0.23239794531201394,0
Female,55-64,North,3458,0.01729,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.2000000000000002,1.16178082192,0.22307867012894506,0
Female,55-64,Rural/Other,1601,0.008005,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.0800000000000003,1.0647123287680003,0.2044401197628074,0
Female,55-64,South,3089,0.015445,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.2600000000000002,1.2103150684960002,0.23239794531201394,0
Female,55-64,West,2589,0.012945,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.2000000000000002,1.16178082192,0.22307867012894506,0
Female,65+,Central,3070,0.01535,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.9750000000000001,0.9797773972600001,0.18813138819243688,0
Female,65+,East,3702,0.01851,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.0237500000000002,1.0192114726030002,0.19570329927868033,0
Female,65+,North,4479,0.022395,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.9750000000000001,0.9797773972600001,0.18813138819243688,0
Female,65+,Rural/Other,2066,0.01033,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.8775000000000001,0.9009092465740001,0.17298756601995,0
Female,65+,South,3882,0.01941,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,1.0237500000000002,1.0192114726030002,0.19570329927868033,0
Female,65+,West,3298,0.01649,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.9750000000000001,0.9797773972600001,0.18813138819243688,0
Male,18-24,Central,1697,0.008485,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.6,0.67643835616,0.12988591829825658,0
Male,18-24,East,2058,0.01029,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.63,0.700705479448,0.13454555588979097,0
Male,18-24,North,2625,0.013125,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.6,0.67643835616,0.12988591829825658,0
Male,18-24,Rural/Other,1140,0.0057,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.54,0.627904109584,0.12056664311518772,0
Male,18-24,South,2219,0.011095,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.63,0.700705479448,0.13454555588979097,0
Male,18-24,West,1942,0.00971,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.6,0.67643835616,0.12988591829825658,0
Male,25-34,Central,2644,0.01322,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.625,0.6966609589,0.13376894962453525,0
Male,25-34,East,3200,0.016,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.65625,0.7219392123249999,0.1386227387823836,0
Male,25-34,North,3834,0.01917,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.625,0.6966609589,0.13376894962453525,0
Male,25-34,Rural/Other,1759,0.008795,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.5625,0.64610445205,0.12406137130883854,0
Male,25-34,South,3346,0.01673,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.65625,0.7219392123249999,0.1386227387823836,0
Male,25-34,West,2832,0.01416,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.625,0.6966609589,0.13376894962453525,0
Male,35-44,Central,2519,0.012595,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.55,0.6359931506800001,0.1221198556456992,0
Male,35-44,East,2950,0.01475,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.5775000000000001,0.658238013694,0.12639119010460576,0
Male,35-44,North,3741,0.018705,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.55,0.6359931506800001,0.1221198556456992,0
Male,35-44,Rural/Other,1697,0.008485,4,Self Tan (Female Only),0.1910958904,beauty_wellness_female,0.49500000000000005,0.5915034246520001,0.1135771867278861,0
